Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
4.41713375,0.501868606,-1.020115256,-2.788499117,3.011350952
4.42716575,0.603019357,-1.009112954,-2.5067873,2.768740484
4.43719875,0.719000816,-0.772133172,-2.174696445,2.417117382
4.44723175,0.816963732,-0.337339282,-1.885684609,2.082554676
4.45726375,0.899103344,0.01736979,-1.725739717,1.94598718
4.46729675,0.95351851,-0.060628116,-1.692748904,1.943777809
4.47732875,1.032514334,-0.34695974,-1.784884214,2.090999419
4.48736175,1.121897101,-0.554886699,-1.994564533,2.354748401
4.49739475,1.208233356,-0.458017409,-2.275398016,2.616685675
4.50742675,1.232566476,-0.053883303,-2.43763566,2.732067192
4.51745975,1.256330967,0.009469837,-2.503593683,2.801149497
4.52749175,1.245495439,-0.200882286,-2.572281837,2.86500374
4.53752475,1.120267749,-0.371003121,-2.617801428,2.871502649
4.54755675,0.871010661,-0.405196965,-2.622054338,2.792492275
4.55758975,0.634307623,-0.310232103,-2.567646265,2.662967792
4.56762275,0.523809016,-0.148958325,-2.476610661,2.535776968
4.57765475,0.548287213,-0.035240017,-2.375086308,2.437805508
4.58768775,0.686297596,0.071219034,-2.342777252,2.442269804
4.59771975,0.851740599,0.143966734,-2.307730436,2.464103942
4.60775275,0.970795929,0.148782983,-2.195115089,2.404810048
4.61778575,0.981869876,0.156137571,-1.946060896,2.185314715
4.62781775,0.893907487,0.18048954,-1.543984652,1.793191477
4.63785075,0.733187616,0.117939346,-1.010909081,1.254356783
4.64788275,0.419786513,-0.150064737,-0.360191613,0.573130125
4.65791575,-0.045143619,-0.803479075,0.387005091,0.892966691
4.66794875,-0.472368479,-1.590509772,1.069080234,1.973774521
4.67798075,-0.793392539,-1.820688963,1.589964986,2.544085037
4.68801375,-1.009410858,-1.376301169,2.096565723,2.703461304
4.69804575,-1.128908157,-0.611146808,2.604290724,2.903491729
4.70807875,-1.2315377,0.343422145,3.19211936,3.438640703
4.71811175,-1.36721909,1.064925194,3.5955863,3.99144016
4.72814375,-1.614011288,1.171161175,3.739014149,4.237555632
4.73817675,-1.891088128,0.950049818,3.862124205,4.403954171
4.74820875,-2.134906054,0.558054328,3.942538261,4.518058923
4.75824175,-2.254163742,0.218330324,3.873873472,4.487295175
4.76827475,-2.129710913,0.262531191,3.579388857,4.173321913
4.77830675,-2.001257181,0.473209351,2.976374149,3.617700993
4.78833975,-2.214382887,0.669350624,2.414537668,3.343877088
4.79837175,-2.645925999,0.864145458,2.330595493,3.630337053
4.80840475,-2.818698406,1.0360955,2.868290424,4.152787564
4.81843775,-2.460275173,1.092337728,4.023633003,4.841051351
4.82846975,-1.534016967,0.190811098,6.179508686,6.369925002
4.83850275,-0.634887338,-2.899676561,8.88932991,9.371840393
4.84853475,-0.411594451,-6.49317646,10.39071655,12.25959791
4.85856775,-0.458008289,-5.46577692,10.15663338,11.54303645
4.86860075,-0.773332954,-1.949934363,9.063239098,9.302827034
4.87863275,-0.599978209,0.17382741,7.774547577,7.799601262
4.88866575,0.147861064,0.359011859,6.675734997,6.687016536
4.89869775,0.914467454,-0.081597753,5.665548325,5.739455265
4.90873075,1.358114243,-0.228811085,4.998406887,5.184679375
4.91876375,1.536094666,-0.045142982,4.395717621,4.65660371
4.92879575,1.526480913,0.396763772,3.790255785,4.105314164
4.93882875,1.416602135,0.884425879,3.141385078,3.557705855
4.94886075,1.241051316,1.36975944,2.456968784,3.074596705
4.95889375,0.997054398,1.821573257,1.794676781,2.744651408
4.96892675,0.74160558,2.173084974,1.17164433,2.5777951
4.97895875,0.547459245,2.445478916,0.536660492,2.562827196
4.98899175,0.394361675,2.659640074,-0.146399573,2.692701114
4.99902375,0.240648255,2.72374773,-0.846393585,2.86235836
5.00905675,0.004443889,2.519462109,-1.522985935,2.944010058
5.01908975,-0.33015725,2.057196379,-1.99014461,2.881273385
5.02912175,-0.707109392,1.40863061,-2.248361349,2.745791806
5.03915475,-0.958337903,0.789586306,-2.327047348,2.637613965
5.04918675,-1.012620211,0.486439347,-2.223652124,2.491315255
5.05921975,-0.984505236,0.625554621,-2.157246828,2.452403519
5.06925275,-1.017729282,1.093290806,-2.220490694,2.676123428
5.07928475,-1.120177865,1.705483437,-2.459417582,3.1956544
5.08931775,-1.199281216,2.326821327,-2.77836585,3.817288268
5.09934975,-1.176749587,2.671073914,-3.039561987,4.214061285
5.10938275,-0.953295291,2.702035427,-3.17041111,4.273321187
5.11941575,-0.542692065,2.54693079,-3.166712284,4.09993144
5.12944775,0.061854981,2.217770815,-3.121316671,3.829484455
5.13948075,0.835656941,1.580784082,-3.065657854,3.54900816
5.14951275,1.716321826,0.630205452,-3.015005827,3.52607142
5.15954575,2.507071257,-0.512498379,-3.008209944,3.949352851
5.16957875,2.986512423,-1.619232178,-3.064067841,4.574896832
5.17961075,3.166451693,-2.601387978,-3.146425009,5.166587468
5.18964375,3.099738836,-3.309280396,-3.279567957,5.596006038
5.19967575,2.663937807,-3.476642132,-3.525757313,5.622683504
5.20970875,1.96289289,-3.002524376,-3.833179235,5.249891825
5.21974175,1.273337841,-1.971868634,-3.796332836,4.463384161
5.22977375,0.63833487,-0.466339707,-3.090557575,3.190061168
5.23980675,0.112794645,1.528906226,-1.239800334,1.971644427
5.24983875,0.210898161,2.179147482,1.716415763,2.781949829
5.25987175,-0.512734115,-0.088061988,3.694411278,3.730861278
5.26990475,-0.472412407,-1.33290875,2.491345882,2.864720497
5.27993675,0.196085781,-0.055376515,0.109936088,0.23152135
5.28996975,0.542545497,2.394079685,-1.744971752,3.011793415
5.30000175,0.869420826,4.780785084,-2.805014849,5.610695758
5.31003475,1.628225207,5.736157894,-3.719614506,7.027813087
5.32006775,2.357708454,4.311486244,-4.671141624,6.779916435
5.33009975,2.565670729,1.763733387,-5.152305126,6.019939357
5.34013275,1.881705642,0.223272815,-4.918527603,5.270918388
5.35016475,0.779488802,-0.810767829,-3.853972673,4.01472946
5.36019775,-0.199131802,-1.852620721,-2.251639605,2.922625176
5.37023075,-0.639600158,-2.692073822,-0.847240806,2.893815268
5.38026275,-0.644911528,-2.75377965,-0.182865158,2.834193519
5.39029575,0.236359209,-0.321721762,-0.238161713,0.464856504
5.40032775,0.826641381,2.727082491,-0.601074398,2.912319577
5.410360542,0.492371857,2.259902954,-0.705048323,2.417991841
5.420393542,0.677015007,1.080289006,-0.800645113,1.505458818
5.430425542,0.836160779,1.045991063,-0.993646026,1.667511492
5.440458542,0.798482359,1.196804047,-1.171968937,1.855646839
5.450490542,0.762180746,0.651814461,-1.218714833,1.578305238
5.460523542,0.69001919,-0.31468609,-1.116959691,1.350093615
5.470556542,0.589140534,-1.221499324,-1.003311396,1.686944256
5.480588542,0.56357336,-1.876486778,-0.974265695,2.188152464
5.490621542,0.660434067,-2.179310799,-1.079120278,2.519934382
5.500653542,0.847132564,-2.096124649,-1.245867372,2.581386765
5.510686542,1.017160177,-1.807212591,-1.499746561,2.559271756
5.520719542,1.010495305,-1.613754511,-1.793598175,2.615778813
5.530751542,0.943012893,-1.636204243,-1.876039267,2.661946838
5.540784542,0.974617183,-1.626886964,-1.659108281,2.519777795
5.550816542,1.002685666,-1.455351949,-1.317926884,2.204622215
5.560849542,0.86959666,-1.240344048,-1.007751465,1.81939955
5.570882542,0.573301613,-1.14346683,-0.839387775,1.529955218
5.580914542,0.263979197,-1.259490967,-0.880529881,1.559273992
5.590947542,0.072936632,-1.525099516,-1.197524905,1.94044175
5.600979542,0.003053151,-1.723789096,-1.728204489,2.440931979
5.611012542,0.035024896,-1.63094902,-2.128647804,2.681858111
5.621045542,0.146361277,-1.371348381,-2.225879192,2.618502661
5.631077542,0.281957626,-1.089334726,-2.058748722,2.346187663
5.641110542,0.357414037,-0.999988735,-1.745033503,2.042758965
5.651142542,0.34550184,-1.255118608,-1.483234644,1.973494173
5.661175542,0.282895178,-1.646193147,-1.244547486,2.08299784
5.671208542,0.080523022,-2.067458868,-0.872189403,2.245347297
5.681240542,-0.273782045,-2.315202236,-0.451330304,2.374619348
5.691273542,-0.734016001,-2.231182814,-0.04597123,2.349270013
5.701305542,-1.188144088,-2.111843348,0.321891755,2.444418745
5.711338542,-1.527552962,-2.022772789,0.625588656,2.610821513
5.721371542,-1.846694827,-1.849812627,0.963198125,2.785648788
5.731403542,-2.334989786,-1.753166676,1.418640018,3.246276358
5.741436542,-3.06217742,-1.933460355,2.002400875,4.138213233
5.751468542,-3.896455288,-2.437666178,2.652126312,5.306444589
5.761501542,-4.689931393,-3.202348232,3.21593976,6.526312834
5.771534542,-5.270068169,-3.842660427,3.589183807,7.444588509
5.781566542,-5.500583649,-3.949987173,3.772544861,7.751832936
5.791599542,-5.340540886,-3.643953085,3.941092968,7.571788747
5.801631542,-4.925714493,-3.295580387,4.126597404,7.221656284
5.811664542,-4.479845047,-2.581837177,4.397341251,6.78759935
5.821697542,-4.169566631,-2.019341469,4.721112251,6.614523925
5.831729542,-4.481629848,-2.063331127,5.260336876,7.212037541
5.841762542,-4.869233608,-2.281270981,5.974957943,8.038268199
5.851795542,-4.696927547,-2.670318842,6.698601723,8.605986065
5.861827542,-4.294089794,-3.294202089,7.177479744,8.989281954
5.871860542,-3.815558434,-3.264504194,7.494273663,9.021064877
5.881892542,-3.321730852,-2.635575294,7.786251545,8.865994931
5.891925542,-2.886227131,-1.820532203,7.896563053,8.602345762
5.901958542,-2.583613396,-1.079410076,7.690820694,8.184675146
5.911990542,-2.286462784,-0.499587089,7.236615181,7.605662272
5.922023542,-1.892975569,-0.37303102,6.716254234,6.987888063
5.932055542,-1.485946178,-0.471915871,6.181478024,6.375061662
5.942088542,-1.147716165,-0.254058361,5.559161186,5.682083345
5.952121542,-0.771507859,0.315631121,4.95205307,5.021720521
5.962153542,-0.534561634,0.862074494,4.536661625,4.648680165
5.972186542,-0.586165249,1.459975719,4.242668629,4.524970264
5.982218542,-0.748958647,2.465847731,4.087812424,4.832344617
5.992251542,-1.008311749,3.318941832,3.969674349,5.271658363
6.002284542,-1.20646131,3.760714054,3.832731485,5.503485235
6.012316542,-1.338709354,4.034284115,3.702826023,5.637243264
6.022349542,-1.416668296,4.163827419,3.63285923,5.704566068
6.032381542,-1.448867083,4.147600651,3.606419086,5.684018438
6.042414542,-1.368475318,3.993579388,3.611824751,5.555778888
6.052447542,-1.152429104,3.765455484,3.695800543,5.40052678
6.062479542,-0.866690517,3.51636219,3.854882002,5.289241037
6.072512542,-0.478376061,3.396070242,4.055469513,5.311211699
6.082544542,0.100594893,3.422073841,4.306184769,5.50126676
6.092577542,0.784444749,3.462135077,4.54516077,5.767167353
6.102610542,1.558950901,3.353687048,4.707983971,5.986873791
6.112642542,2.329609632,2.896905422,4.715894699,6.004898407
6.122675542,3.010018826,2.129870176,4.556489944,5.861583482
6.132707542,3.639000654,1.28769803,4.266748905,5.753749925
6.142740542,4.168382168,0.589284837,3.872598648,5.720112482
6.152773542,4.443702698,0.203904688,3.389761925,5.592723549
6.162805542,4.357471943,0.097874656,2.841120243,5.202797845
6.172838542,3.995162487,0.229395509,2.365750313,4.648733176
6.182871542,3.394463062,0.189204946,2.173787117,4.03528542
6.192903542,2.234627962,-0.345261931,1.773463845,2.873663505
6.202936542,1.151949048,-0.917900682,1.0150702,1.788825252
6.212968542,0.858591378,-0.550873399,-0.346321344,1.077301782
6.223001542,1.268772364,0.131982967,-1.294469476,1.817375591
6.233034542,1.883244395,0.803146422,-1.283846498,2.416591702
6.243066542,2.134432316,0.6551916,-0.355000317,2.260774772
6.253099542,1.952642798,-0.528057277,0.04742264,2.023340627
6.263131542,2.040199041,-1.16172719,-0.05912884,2.348514086
6.273164542,2.429775,-1.082152486,-0.035625108,2.660099566
6.283197542,3.089758873,-0.923399627,-0.070850477,3.225569183
6.293229542,3.862450361,-0.849186599,-0.179844335,3.958785756
6.303262542,4.396289825,-0.912598074,-0.448180974,4.512323754
6.313294542,4.357274532,-0.750566006,-0.461643785,4.445481488
6.323327542,3.355204821,-0.343564957,-0.457300723,3.403609881
6.333360542,1.888502598,0.536441028,-1.015058279,2.210102791
6.343392542,0.91814971,2.546966791,-1.675712585,3.184030684
6.353425542,0.430876255,3.880907059,-2.167938471,4.466212171
6.363457542,0.067856774,4.63853693,-2.472409725,5.256751777
6.373490542,0.346945167,5.099761009,-1.98958993,5.485107236
6.383523542,0.921784461,4.792657852,-0.487715215,4.904806011
6.393555542,1.844874263,3.48048377,0.410822541,3.960568581
6.403588542,2.653813362,1.984662414,0.007275088,3.313859258
6.413620125,3.076399088,0.62279737,-0.186541528,3.144345028
6.423653125,3.665477276,0.506107271,0.09210901,3.701398695
6.433686125,3.478314877,0.319167554,0.514739931,3.530651428
6.443718125,2.567916155,0.779813707,0.594430983,2.748754443
6.453751125,1.911479354,2.127888918,0.427424431,2.892119674
6.463783125,1.340750575,3.319408178,0.195678026,3.58529952
6.473816125,0.91088742,3.798053741,0.089866504,3.906789488
6.483849125,0.847863197,3.194268465,0.545582116,3.349609361
6.493881125,0.897182226,2.746736288,0.785409212,2.994388721
6.503914125,1.06124568,2.419442892,0.707894445,2.735152801
6.513946125,1.04546392,1.580479383,0.610406101,1.990855469
6.523979125,0.805523217,1.097307444,0.487549692,1.445910087
6.534012125,0.667088509,0.653507173,0.403805375,1.017417065
6.544044125,0.593776166,0.069651447,0.416465521,0.728604824
6.554077125,0.521656215,-0.505196691,0.614039421,0.950995959
6.564109125,0.390756548,-1.172485471,0.921605229,1.541677352
6.574142125,0.369235128,-1.758836985,1.243874311,2.185649885
6.584175125,0.656314552,-2.059337616,1.598066449,2.688017222
6.594207125,1.082419038,-2.421948433,1.924351692,3.277284641
6.604240125,1.390486121,-2.946053982,2.32563448,4.002656799
6.614273125,1.516521811,-3.379495144,2.832478762,4.66302067
6.624305125,1.507945061,-3.521675348,3.345695972,5.086234079
6.634338125,1.483636975,-2.955176592,3.750121832,4.999766106
6.644370125,1.508041382,-1.827023149,3.923389673,4.583141818
6.654403125,1.526075721,-0.642507196,3.861121655,4.201188288
6.664435125,1.587390661,0.141665652,3.564244032,3.904319888
6.674468125,1.714421988,0.81683147,3.332503796,3.835627452
6.684501125,1.794979692,1.039294839,3.124396801,3.750192158
6.694533125,1.861300349,0.774490356,3.049083471,3.65529538
6.704566125,1.824101567,0.309587658,3.132509708,3.638105018
6.714599125,1.466894984,-0.182096437,3.358144045,3.66906956
6.724631125,0.895067513,-0.472603381,3.421010971,3.567606463
6.734664125,0.458946914,-0.484183937,3.108439922,3.179223978
6.744696125,0.301585257,-0.273629367,2.674690008,2.705511659
6.754729125,0.443958461,-0.047090996,2.421583891,2.462394204
6.764762125,0.705326676,0.00336925,2.268351555,2.375482235
6.774794125,0.716421604,-0.055999395,2.152291536,2.269086756
6.784827125,0.476948798,-0.221310854,1.957150459,2.026547944
6.794859125,0.29518342,-0.476075679,1.806091309,1.8909646
6.804892125,0.334581703,-0.614726245,1.680747271,1.820644024
6.814925125,0.503145397,-0.590577841,1.583884358,1.763697008
6.824957125,0.687208176,-0.537067711,1.522765517,1.754853733
6.834990125,0.840229273,-0.521254897,1.430748105,1.739175678
6.845022125,0.945235848,-0.528510392,1.250684381,1.654389755
6.855055125,0.977010429,-0.471472025,0.967664242,1.453688183
6.865088125,0.928024769,-0.281453908,0.567030013,1.123374073
6.875120125,0.782794654,-0.091520637,0.147463352,0.801803553
6.885153125,0.527107537,0.049930498,-0.114292353,0.541662397
6.895185125,0.225918293,0.305165172,-0.299528003,0.48361336
6.905218125,-0.100062735,0.63110888,-0.476942718,0.797361478
6.915251125,-0.394403637,0.817791164,-0.633585751,1.107143857
6.925283125,-0.570725679,0.750383318,-0.733480156,1.19448569
6.935316125,-0.579514086,0.483870298,-0.7719782,1.079776542
6.945348125,-0.479366928,0.176153779,-0.746762335,0.904697072
6.955381125,-0.367939562,-0.062210035,-0.70267719,0.795616015
6.965414125,-0.255550176,-0.193807736,-0.669401228,0.742270393
6.975446125,-0.121514589,-0.281690091,-0.639918268,0.709655192
6.985479125,0.037482515,-0.328442961,-0.586616457,0.673348784
6.995511125,0.182546854,-0.335985512,-0.517955422,0.643806988
7.005544125,0.255074322,-0.357758194,-0.410661966,0.601412575
7.015577125,0.219066888,-0.417524695,-0.277576476,0.547143375
7.025609125,0.142105803,-0.456414282,-0.159692466,0.50399379
7.035642125,0.130012438,-0.382618994,-0.030003175,0.405216879
7.045674125,0.124978259,-0.264506996,0.101982288,0.30981269
7.055707125,0.122719742,-0.159417421,0.204368442,0.286776061
7.065740125,0.120269097,-0.021473138,0.267516792,0.294093498
7.075772125,0.118863456,0.113277167,0.262158245,0.30933345
7.085805125,0.074429415,0.19166331,0.195507839,0.283721479
7.095838125,-0.021438751,0.295245767,0.112378337,0.316636342
7.105870125,-0.107692145,0.461710632,0.041872479,0.475949168
7.115903125,-0.159681767,0.653633118,-0.00434775,0.672869543
7.125935125,-0.181184664,0.853869557,-0.010734276,0.872946922
7.135968125,-0.180911645,1.043399572,0.008092811,1.058998199
7.146001125,-0.170711726,1.165450692,0.021575596,1.178084596
7.156033125,-0.168388173,1.156442165,0.03153142,1.169062569
7.166066125,-0.196253896,1.056150794,0.034243051,1.074775641
7.176098125,-0.210380897,0.881075919,0.03325209,0.906454962
7.186131125,-0.198581755,0.701270998,0.041151024,0.730006255
7.196164125,-0.150621638,0.563606083,0.026686203,0.583995589
7.206196125,-0.085520141,0.436313897,-0.011101123,0.444754704
7.216229125,-0.055245381,0.29591468,-0.08426708,0.312599569
7.226261125,-0.065930784,0.143050596,-0.163662031,0.227146653
7.236294125,-0.091045402,0.045575168,-0.220596284,0.242959012
7.246327125,-0.091065109,-0.021042474,-0.231532559,0.249685734
7.256359125,-0.049310274,-0.123697974,-0.197207078,0.237956558
7.266392125,0.005184126,-0.226432338,-0.169334441,0.282794328
7.276424125,0.043303899,-0.301837325,-0.179613695,0.353895575
7.286457125,0.056336079,-0.310088605,-0.248126179,0.40111756
7.296490125,0.073705584,-0.26835388,-0.327297181,0.429615831
7.306522125,0.091415077,-0.205155447,-0.388784766,0.448997849
7.316555125,0.087427631,-0.142531037,-0.407338619,0.440321971
7.326587125,0.04867544,-0.076689966,-0.382268965,0.392912473
7.336620125,-0.016608752,0.05017167,-0.330339283,0.334540115
7.346653125,-0.071705833,0.170123383,-0.277499497,0.333301159
7.356685125,-0.096795596,0.238897666,-0.235024899,0.348824004
7.366718125,-0.104085997,0.28477037,-0.206066489,0.366594403
7.376750125,-0.103476487,0.31641525,-0.19486855,0.385745701
7.386783125,-0.089426182,0.359779507,-0.195305318,0.419025659
7.396816125,-0.067303568,0.412418217,-0.188661516,0.45848852
7.406848125,-0.052576821,0.45556888,-0.148327947,0.481983927
7.416881125,-0.058603056,0.482417166,-0.076849774,0.492002569
7.426914125,-0.08457686,0.519273698,0.007431018,0.526168831
7.436946125,-0.12129128,0.509456933,0.087629043,0.530977203
7.446979125,-0.137624979,0.457269102,0.144860119,0.499019159
7.457011125,-0.129049078,0.379957289,0.161718458,0.432636181
7.467044125,-0.101927429,0.25826174,0.13515529,0.308796502
7.477077125,-0.068484329,0.114582911,0.094717324,0.163678704
7.487109125,-0.04500217,-0.017624926,0.055599481,0.073669095
7.497142125,-0.035357602,-0.123118393,0.039519176,0.134052467
7.507174125,-0.042960126,-0.185399875,0.043376233,0.195192684
7.517207125,-0.059803966,-0.205444723,0.051003128,0.219966743
7.527240125,-0.061409589,-0.193757445,0.066151187,0.213750005
7.537272125,-0.046460532,-0.18114467,0.08803039,0.206691369
7.547305125,-0.035073388,-0.159357339,0.104265019,0.193639093
7.557337125,-0.031596508,-0.116491765,0.108355098,0.162202028
7.567370125,-0.027166076,-0.058173604,0.092884794,0.112914786
7.577403125,-0.02696277,-0.004792491,0.083761469,0.088124585
7.587435125,-0.040055133,0.020117385,0.082184076,0.093612741
7.597468125,-0.066163734,0.006617554,0.085785612,0.108538486
7.607500125,-0.09012153,-0.000896822,0.086259387,0.124753262
7.617533125,-0.092879608,0.008009403,0.080548368,0.123202321
7.627566125,-0.083546825,0.015995691,0.065906309,0.107608436
7.637598125,-0.056641072,0.044137649,0.023784423,0.07564418
7.647631125,-0.026695689,0.088071816,-0.038023021,0.099574368
7.657663125,-0.003717848,0.142498076,-0.101644605,0.175074698
7.667696125,0.005231705,0.168068677,-0.144009635,0.221389309
7.677729125,0.004347094,0.174503893,-0.153327242,0.232335423
7.687761125,-0.005564659,0.164541006,-0.119429983,0.203391812
7.697794125,-0.033049423,0.144419372,-0.066249602,0.16229057
7.707826125,-0.068782389,0.117066301,-0.016312398,0.136753904
7.717859125,-0.08107236,0.079210743,0.012608999,0.114044098
7.727892125,-0.067302749,0.031457067,0.012064915,0.075264661
7.737924125,-0.038189378,-0.024947735,0.005052814,0.045894977
7.747957125,-0.016687548,-0.075189337,0.011464108,0.077867429
7.757989125,-0.011350698,-0.105232962,0.042472221,0.114046938
7.768022125,-0.02209522,-0.109519847,0.084961362,0.140361065
7.778055125,-0.052847449,-0.105067983,0.127598971,0.173532796
7.788087125,-0.095981076,-0.116484426,0.153850809,0.215525079
7.798120125,-0.134637505,-0.114202805,0.164069772,0.241015411
7.808152125,-0.154522255,-0.103224725,0.169127643,0.251270036
7.818185125,-0.143096313,-0.099378712,0.176116973,0.247729432
7.828218125,-0.113086753,-0.094405256,0.174327329,0.228234493
7.838250125,-0.068019442,-0.092714533,0.164951667,0.201076308
7.848283125,-0.023284199,-0.08069329,0.158853039,0.179688199
7.858315125,0.019353153,-0.046095867,0.159956247,0.167586916
7.868348125,0.060283538,-0.016726261,0.158324525,0.170236682
7.878381125,0.084503144,-0.036216017,0.151347578,0.17708323
7.888413125,0.080466062,-0.086554289,0.129451603,0.175283055
7.898446125,0.054120898,-0.134104133,0.113973163,0.184127325
7.908479125,0.031353801,-0.149240211,0.105752789,0.18557843
7.918511125,0.014139946,-0.141749114,0.095815346,0.171677983
7.928544125,0.004582659,-0.120927192,0.080014013,0.145074563
7.938576125,0.007176133,-0.098250091,0.061054692,0.115897596
7.948609125,0.005264516,-0.056540728,0.045188114,0.072570894
7.958642125,-0.017454894,-0.005748595,0.04096514,0.044898356
7.968674125,-0.040634781,0.071248189,0.032416128,0.088194644
7.978707125,-0.058741421,0.170957938,0.020661861,0.181945276
7.988739125,-0.054266777,0.25876528,-0.023324504,0.265421148
7.998772125,-0.051901713,0.287249118,-0.078145936,0.302179799
8.008805125,-0.075434998,0.237321749,-0.144063696,0.287691502
8.018837125,-0.121304058,0.155740693,-0.20865427,0.287239346
8.028870125,-0.149283767,0.112943433,-0.268337339,0.327180057
8.038902125,-0.152689293,0.130570725,-0.344566315,0.398859223
8.048935125,-0.115982406,0.146094814,-0.385578185,0.428329488
8.058968125,-0.091169074,0.229806617,-0.433651179,0.499175547
8.069000125,-0.071004152,0.323839635,-0.475888908,0.579986165
8.079033125,-0.061209492,0.371718228,-0.473516047,0.605093786
8.089065125,-0.04463451,0.405557156,-0.43268314,0.594712994
8.099098125,-0.022458334,0.415741056,-0.349144667,0.54336636
8.109131125,-0.014885636,0.384169817,-0.242705852,0.45465829
8.119163125,-0.037219081,0.349747777,-0.133689225,0.376273273
8.129196125,-0.081740744,0.340948671,-0.030180406,0.351906809
8.139228125,-0.140151322,0.363436669,0.053434063,0.39317147
8.149261125,-0.201114014,0.380056411,0.115158945,0.445141893
8.159294125,-0.231254935,0.35743621,0.163459241,0.456024575
8.169326125,-0.213392586,0.295814931,0.194261894,0.413256038
8.179359125,-0.177563399,0.234565556,0.203329802,0.357620985
8.189391125,-0.147851303,0.164841607,0.18848002,0.290787691
8.199424125,-0.140238956,0.074669965,0.14585121,0.215673697
8.209457125,-0.146272346,-0.031867929,0.090403929,0.174882917
8.219489125,-0.142852783,-0.11308185,0.023915706,0.183756316
8.229522125,-0.109772325,-0.171085775,-0.032578725,0.205868111
8.239554125,-0.074490286,-0.211438701,-0.068662956,0.23445624
8.249587125,-0.057014361,-0.205780283,-0.09403196,0.233319891
8.259620125,-0.037452605,-0.126130521,-0.094324507,0.16189107
8.269652125,-0.037074972,0.037247494,-0.072604835,0.089629188
8.279685125,-0.06489481,0.205936074,-0.010250647,0.216162159
8.289717125,-0.128990173,0.293670982,0.077651784,0.33001653
8.299750125,-0.214822054,0.256441951,0.171975091,0.376146808
8.309783125,-0.278379709,0.121517688,0.242381349,0.388600732
8.319815125,-0.304906398,-0.040874418,0.296385437,0.42718024
8.329848125,-0.294158399,-0.18849051,0.318427891,0.47270938
8.339881125,-0.262763888,-0.27993238,0.323560357,0.502093918
8.349913125,-0.201280281,-0.302256048,0.297616631,0.46951904
8.359946125,-0.130947501,-0.263053983,0.240737632,0.379867416
8.369978125,-0.065664105,-0.16460973,0.155226186,0.235591398
8.380011125,-0.019269804,-0.038676329,0.069270544,0.081643077
8.390044125,-0.013809791,0.105070718,-0.000745026,0.105976984
8.400076125,-0.044508453,0.207959622,-0.029771609,0.214742999
8.410109125,-0.0879566,0.255341768,-0.04352577,0.273551229
8.420141875,-0.116119437,0.228286743,-0.040464476,0.259298929
8.430174875,-0.124834098,0.161032081,-0.031090943,0.20611048
8.440207875,-0.106331646,0.083466738,-0.013504095,0.135850933
8.450239875,-0.076546848,0.053989008,0.007885616,0.094002212
8.460272875,-0.043895256,0.058844894,0.018366883,0.075676003
8.470304875,-0.01627348,0.085510328,0.022442319,0.089891602
8.480337875,-0.000403951,0.12363071,0.021248562,0.125444079
8.490370875,-0.001117678,0.162561074,0.024811607,0.164447462
8.500402875,-0.01999026,0.195878327,0.022469079,0.198173633
8.510435875,-0.049992099,0.21078378,0.022640588,0.217810946
8.520467875,-0.071311451,0.223192498,0.018768489,0.235058441
8.530500875,-0.069005415,0.252187669,0.009089497,0.261616106
8.540533875,-0.036800131,0.26355511,0.020005656,0.266862833
8.550565875,0.02617191,0.286295056,0.054103971,0.292535584
8.560598875,0.082871802,0.294052362,0.128385946,0.331387204
8.570630875,0.155010447,0.227034971,0.228233442,0.357300463
8.580663875,0.23471044,0.030577224,0.370242089,0.439435048
8.590696875,0.307186753,-0.316755682,0.496979535,0.664595005
8.600728875,0.337905616,-0.639324606,0.622178495,0.953950856
8.610761875,0.338879287,-0.704156637,0.73955971,1.075929508
8.620793875,0.313205659,-0.516954005,0.821772397,1.0201221
8.630826875,0.311509758,0.053777382,0.863426328,0.91947559
8.640859875,0.289107621,0.512469947,0.952944219,1.119960423
8.650891875,0.198355869,0.724215746,1.059562683,1.298655681
8.660924875,0.053631268,0.632873535,1.247808933,1.400154405
8.670956875,-0.156441271,0.465257645,1.381866574,1.466456197
8.680989875,-0.335310191,0.427449584,1.441576362,1.540548109
8.691022875,-0.490339726,0.490285516,1.487648487,1.641313789
8.701054875,-0.601830125,0.543817759,1.53390193,1.735163504
8.711087875,-0.614712894,0.40209794,1.7078439,1.859108787
8.721119875,-0.603131592,-0.020457853,1.896072745,1.989793481
8.731152875,-0.549434304,-0.25418219,1.962423801,2.053678119
8.741185875,-0.507044733,0.102918409,1.931486607,1.999581724
8.751217875,-0.545813978,0.828748882,1.818160653,2.071339124
8.761250875,-0.544183374,1.24682951,1.640854716,2.131460431
8.771282875,-0.475106806,1.285141945,1.472691536,2.011501095
8.781315875,-0.323889583,1.149095058,1.346944332,1.799884149
8.791348875,-0.108467534,0.897059441,1.294692278,1.578831511
8.801380875,0.081423551,0.532717526,1.291927218,1.399819165
8.811413875,0.172839761,0.052130923,1.310777307,1.323150922
8.821446875,0.223019168,-0.548815072,1.268284082,1.39981429
8.831478875,0.239492416,-0.845225394,1.210673571,1.495825217
8.841511875,0.302525193,-0.846695125,1.092585206,1.414975816
8.851543875,0.445578218,-0.465060622,0.947628737,1.145784252
8.861576875,0.563039362,0.282001883,0.691294253,0.93510755
